sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
17045,9.37819463,13.73495407,15.18500605,27.6807654,3.023319686,69.00223983,0,0,8/31/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,8/25/2016,0.4,257,,,,,
17046,9.243077097,13.81762579,15.25536062,28.31306679,2.592051233,69.22118153,0,0,9/1/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,8/26/2016,0.4,254,,,,,
17050,9.684629203,13.8795158,14.74132411,30.39380202,2.818191261,71.5174624,0,0,9/2/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,8/29/2016,0.4,258,,,,,
17051,9.948204441,14.46263032,15.11713353,28.14299292,2.642425226,70.31338644,0,0,9/6/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,8/30/2016,0.4,250,,,,,
17052,10.03940855,14.03668828,14.60089798,26.66552756,2.664003908,68.00652629,0,0,9/7/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,8/31/2016,0.3,244,,,,,
17053,9.34605079,13.52683849,15.20906345,27.81153874,2.779307998,68.67279948,0,0,9/8/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/1/2016,0.4,227,,,,,
17056,9.860366921,13.61998375,14.49632246,28.19276576,2.629872137,68.79931102,0,0,9/9/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/2/2016,0.4,224,,,,,
17057,9.449395782,13.76233508,14.65394313,28.35266548,2.592051233,68.81039071,0,0,9/12/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/6/2016,0.4,233,,,,,
17058,8.966921894,13.82036814,15.06613634,27.52328595,2.394865312,67.77157765,0,0,9/13/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/7/2016,0.4,244,,,,,
17059,9.477101434,13.46491228,14.91890142,29.67520468,2.392798315,69.92891813,0,0,9/14/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/8/2016,0.4,248,,,,,
17060,9.301629294,13.57078022,15.90030911,30.69220606,2.529426542,71.99435123,0,0,9/15/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/9/2016,0.4,228,,,,,
17063,9.338402949,14.2398182,15.64353546,31.1308503,2.429016689,72.7816236,0,0,9/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/12/2016,0.4,243,,,,,
17064,9.391704775,13.83359663,16.52848799,30.86902802,2.381458039,73.00427545,0,0,9/19/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/13/2016,0.4,229,,,,,
17065,9.191440917,14.21248394,16.02438842,30.5841219,2.363745182,72.37618036,0,0,9/20/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/14/2016,0.4,224,,,,,
17066,9.387964237,13.77996765,15.08951101,27.4266816,2.526546508,68.210671,0,0,9/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/15/2016,0.4,233,,,,,
17067,9.656187254,13.20268313,14.77186282,27.4838018,2.688926113,67.80346112,0,0,9/22/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/16/2016,0.4,231,,,,,
17070,9.342025314,13.45497677,13.28860663,22.94080805,2.667630941,61.6940477,0,0,9/23/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/19/2016,0.4,230,,,,,
17071,8.400456859,12.41517762,13.24547489,18.57567514,2.837036908,55.47382142,0,0,9/26/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/20/2016,0.4,232,,,,,
17072,9.465009088,11.69259128,12.23458985,15.72049787,2.946331595,52.05901968,0,0,9/27/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/21/2016,0.4,221,,,,,
17073,9.071126322,11.30123658,11.18581832,7.382995224,3.213864063,42.15504051,0,0,9/28/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/22/2016,0.4,226,,,,,
17074,8.612576676,10.07747197,13.64351628,28.4352594,3.490040149,64.25886448,0,0,9/29/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/23/2016,0.4,222,,,,,
17077,8.809766512,12.96107224,13.13682335,22.83834101,3.065976788,60.81197991,0,0,9/30/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/26/2016,0.4,213,,,,,
17078,8.429499163,12.58221286,13.49656951,24.72450615,2.950681494,62.18346917,0,0,10/3/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/27/2016,0.4,186,,,,,
17079,7.975174896,12.81609195,13.88740751,27.76611289,2.756080243,65.2008675,0,0,10/4/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/28/2016,0.4,205,,,,,
17080,7.768077387,13.00303853,15.12045206,29.56580469,2.756863739,68.2142364,0,0,10/5/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/29/2016,0.4,197,,,,,
17081,7.650460776,13.7728661,15.31353561,31.08211976,2.859073388,70.67805564,0,0,10/6/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,9/30/2016,0.29,142,,,,,
17085,7.285041295,14.6964156,14.95545522,30.24870499,2.878897949,70.06451505,0,0,10/7/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/3/2016,0.4,193,,,,,
17086,7.5331422,14.12786103,14.92005469,28.85154432,2.658351252,68.0909535,0,0,10/11/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/4/2016,0.4,188,,,,,
17087,6.918594345,13.3396713,16.08013305,30.21262729,2.874235027,69.42526101,0,0,10/12/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/5/2016,0.4,176,,,,,
17088,6.995052907,14.53675936,15.51266311,29.00532466,2.866776619,68.91657666,0,0,10/13/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/6/2016,0.4,177,,,,,
17091,6.758151485,14.79571774,16.58348457,30.76810993,2.728348889,71.63381262,0,0,10/14/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/7/2016,0.41,176,,,,,
17092,7.026025934,14.73877447,16.75951836,33.51606407,2.585281319,74.62566416,0,0,10/17/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/11/2016,0.41,169,,,,,
17093,7.194574011,14.91840065,16.69037459,32.04762976,2.827135459,73.67811447,0,0,10/18/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/12/2016,0.41,178,,,,,
17094,7.448500153,14.39062563,16.69480741,33.8837893,2.784939407,75.2026619,0,0,10/19/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/13/2016,0.41,168,,,,,
17095,7.579121571,14.61410782,16.38760147,30.76702889,2.922496436,72.27035619,0,0,10/20/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/14/2016,0.41,163,,,,,
17098,7.500249522,14.07743662,16.23662681,31.57607455,2.957441327,72.34782882,0,0,10/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/17/2016,0.41,163,,,,,
17099,7.472140104,14.19434927,15.52545654,30.41523151,2.705334581,70.31251201,0,0,10/24/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/18/2016,0.41,168,,,,,
17100,6.893993726,14.1412839,15.51605616,29.24532751,3.078376899,68.8750382,0,0,10/25/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/19/2016,0.41,170,,,,,
17101,6.750364384,14.09132232,16.1535533,31.12353059,2.81144581,70.9302164,0,0,10/26/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/20/2016,0.41,176,,,,,
17102,6.928811876,14.26277394,15.77734583,28.16684831,2.754864065,67.89064401,0,0,10/27/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/21/2016,0.41,181,,,,,
17105,7.343613718,13.54657963,15.88693957,32.82578539,2.905666999,72.50858531,0,0,10/28/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/24/2016,0.41,177,,,,,
17106,6.737566297,14.59240623,16.1256695,32.75408854,2.998833018,73.20856358,0,0,10/31/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/25/2016,0.41,179,,,,,
17107,6.874174074,15.14825692,15.55389425,29.44033641,2.681951073,69.69861273,0,0,11/1/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/26/2016,0.41,163,,,,,
17108,6.641381525,14.51530916,15.67176005,30.39217927,2.79030553,70.01093553,0,0,11/2/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/27/2016,0.41,158,,,,,
17109,6.582342167,14.44083954,16.62843285,31.72818597,2.633522318,72.01332285,0,0,11/3/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/28/2016,0.41,163,,,,,
17112,7.042997012,14.85683754,16.16201815,31.79627234,2.749656382,72.60778143,0,0,11/4/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,10/31/2016,0.31,147,,,,,
17113,6.890653988,15.27751364,16.1291463,30.63428977,2.629376452,71.56098015,0,0,11/7/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/1/2016,0.41,157,,,,,
17114,7.414361555,14.75183263,15.53580655,29.23863693,2.621747123,69.56238478,0,0,11/8/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/2/2016,0.41,161,,,,,
17115,6.078052205,14.21762098,16.25067952,32.07974482,2.793664967,71.41976249,0,0,11/9/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/3/2016,0.41,159,,,,,
17119,6.827303586,14.35389526,15.99955262,32.419719,2.608725416,72.20919588,0,0,11/10/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/4/2016,0.41,157,,,,,
17120,7.267926951,14.24785962,15.79035523,34.1881198,2.457134721,73.95139633,0,0,11/14/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/7/2016,0.41,166,,,,,
17121,7.646621285,14.44178796,16.26943384,34.65199402,2.795481764,75.80531887,0,0,11/15/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/8/2016,0.41,162,,,,,
17122,7.135694854,14.43109828,16.67363881,35.58407108,2.895486303,76.71998933,0,0,11/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/9/2016,0.41,172,,,,,
17123,7.472088055,14.54402007,16.38212583,35.81886949,3.055346648,77.27245009,0,0,11/17/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/10/2016,0.41,141,,,,,
17126,7.576982044,14.52572886,16.67050839,36.21973791,2.940171597,77.9331288,0,0,11/18/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/14/2016,0.41,167,,,,,
17127,7.476723018,14.62067549,16.23885624,35.89381452,3.200864352,77.43093362,0,0,11/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/15/2016,0.41,174,,,,,
17128,8.044951773,15.25080125,16.19706083,33.82825701,3.356695906,76.67776677,0,0,11/22/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/16/2016,0.41,180,,,,,
17130,7.999060205,15.33043989,16.1280404,34.22990472,3.41804544,77.10549066,0,0,11/23/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/17/2016,0.41,172,,,,,
17133,7.518964391,14.63526235,16.09123027,35.79397081,3.200864352,77.24029218,0,0,11/25/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/18/2016,0.41,178,,,,,
17134,7.996868429,15.20405673,15.80275821,34.49276143,3.039527789,76.53597259,0,0,11/28/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/21/2016,0.41,185,,,,,
17135,8.507114816,14.36284825,15.49019334,36.6500529,3.336675851,78.34688516,0,0,11/29/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/22/2016,0.41,177,,,,,
17136,7.554192929,14.82213424,16.0234487,35.91731859,3.401495741,77.7185902,0,0,11/30/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/23/2016,0.41,184,,,,,
17137,7.877491496,14.88687459,15.94405458,34.84676069,3.554148607,77.10932997,0,0,12/1/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/25/2016,0.41,182,,,,,
17140,8.036489342,14.49139785,15.73832484,35.32122694,3.508288625,77.0957276,0,0,12/2/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/28/2016,0.41,178,,,,,
17141,8.001229209,14.58549784,16.04425837,35.13720665,3.356695906,77.12488798,0,0,12/5/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/29/2016,0.41,181,,,,,
17142,8.002119163,14.43781318,15.96583382,35.4249162,3.306003847,77.13668621,0,0,12/6/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,11/30/2016,0.31,166,,,,,
17143,7.719393968,14.88513364,15.49765733,33.30527943,3.381164863,74.78862924,0,0,12/7/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/1/2016,0.41,173,,,,,
17144,7.655518617,14.06368981,15.29838559,33.86824841,3.347768524,74.23361096,0,0,12/8/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/2/2016,0.41,179,,,,,
17147,8.007376797,14.04679899,15.67088549,34.81210549,2.999412899,75.53657968,0,0,12/9/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/5/2016,0.41,185,,,,,
17148,7.700171373,14.20754724,16.30951974,35.72880316,3.09714632,77.04318784,0,0,12/12/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/6/2016,0.41,183,,,,,
17149,7.949005036,14.57838989,11.23827087,24.70019493,3.093924257,61.55978498,0,0,12/13/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/7/2016,0.41,181,,,,,
17150,4.820205795,10.09614066,10.88100022,24.34510523,3.507331289,53.6497832,0,0,12/14/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/8/2016,0.41,173,,,,,
17151,5.084350999,9.624494221,10.95281939,24.88560762,2.035189257,52.58246148,0,0,12/15/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/9/2016,0.41,171,,,,,
17154,4.803516921,9.641322949,11.12613651,26.20885924,2.013033912,53.79286953,0,0,12/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/12/2016,0.41,181,,,,,
17155,5.098576046,9.355533822,11.69168448,27.06110769,2.000853648,55.20775568,0,0,12/19/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/13/2016,0.41,176,,,,,
17156,5.419874623,9.386709197,11.00372142,26.94434609,2.234374446,54.98902578,0,0,12/20/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/14/2016,0.41,187,,,,,
17157,5.506440223,9.274167876,10.56026909,25.28055665,2.312613551,52.9340474,0,0,12/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/15/2016,0.66,170,,,,,
17158,5.454914356,9.220065338,10.43916504,23.97666233,2.373283969,51.46409104,0,0,12/22/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/16/2016,0.66,184,,,,,
17162,5.611927584,8.781909435,9.778517174,23.27810983,2.356916493,49.80738052,0,0,12/23/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/19/2016,0.66,171,,,,,
17163,5.524455803,8.211790858,10.42012086,24.92747651,2.365637285,51.44948132,0,0,12/27/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/20/2016,0.66,175,,,,,
17164,5.480286051,8.718518519,10.50791514,26.37758466,2.416984451,53.50128882,0,0,12/28/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/21/2016,0.66,169,,,,,
17165,5.589858524,8.664576677,10.8035359,26.45085308,2.642419264,54.15124344,0,0,12/29/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/22/2016,0.66,173,,,,,
17169,5.171594006,9.422840813,10.03606309,23.8633196,1.865711829,50.35952934,0,0,12/30/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,12/23/2016,0.66,167,,,,,
17170,5.636371618,8.528788331,10.10148601,23.64405348,2.387190829,50.29789026,0,0,1/3/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/27/2016,0.66,173,,,,,
17171,5.191211033,9.410422511,10.72930633,23.18876052,2.255135184,50.77483558,0,0,1/4/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/28/2016,0.66,172,,,,,
17172,5.455840061,9.479232269,10.96176338,23.28109477,2.189144194,51.36707468,0,0,1/5/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/29/2016,0.66,167,,,,,
17175,5.235892582,9.735880271,11.13842336,24.38737996,2.189854955,52.68743113,0,0,1/6/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/30/2016,0.55,122,,,,,
17176,5.508290266,10.10091775,11.11833414,23.39462328,2.059385695,52.18155114,0,0,1/9/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/3/2017,0.66,167,,,,,
17177,5.43084603,10.12531548,10.90170822,22.7695614,2.134415589,51.36184672,0,0,1/10/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/4/2017,0.66,188,,,,,
17178,5.501331844,9.951742036,10.62863787,21.39350911,2.190197174,49.66541804,0,0,1/11/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/5/2017,0.66,181,,,,,
17179,4.753803004,10.01151981,10.63829272,19.86907042,2.220357041,47.49304299,0,0,1/12/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/6/2017,0.66,191,,,,,
17183,4.878396085,9.855392049,10.30489637,18.98879314,1.963419359,45.99089701,0,0,1/13/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/9/2017,0.66,188,,,,,
17184,4.72737949,9.585440995,11.28174221,23.45826775,1.807638128,50.86046857,0,0,1/17/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/10/2017,0.66,197,,,,,
17185,4.781682509,10.31316965,11.62894793,23.47405591,1.855290588,52.05314659,0,0,1/18/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/11/2017,0.66,195,,,,,
17186,4.885615569,10.44498898,11.56597066,24.08876388,1.878758317,52.8640974,0,0,1/19/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/12/2017,0.66,200,,,,,
17189,5.142192042,10.43711818,11.08682079,22.64575687,1.936555659,51.24844355,0,0,1/20/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/13/2017,0.66,179,,,,,
17190,5.198758592,10.46648731,11.10785085,22.37616133,1.752157739,50.90141582,0,0,1/23/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/17/2017,0.66,183,,,,,
17191,5.220949279,10.64315217,11.30113427,21.95935357,1.767856705,50.89244599,0,0,1/24/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/18/2017,0.66,177,,,,,
17192,5.308265255,10.5159833,11.13535414,21.54663881,1.911557722,50.41779922,0,0,1/25/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/19/2017,0.66,177,,,,,
17193,5.152166384,10.33727355,11.25094103,21.9669022,2.114625753,50.82190891,0,0,1/26/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/20/2017,0.66,176,,,,,
17196,5.189515533,10.28651332,10.51457985,19.42699156,2.018862287,47.43646255,0,0,1/27/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/23/2017,0.66,185,,,,,
17197,6.649103955,9.507337666,10.43728791,21.71667443,1.890965984,50.20136994,0,0,1/30/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/24/2017,0.66,189,,,,,
17198,5.219105984,9.936713931,11.03626751,22.09458391,2.402185518,50.68885685,0,0,1/31/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/25/2017,0.66,194,,,,,
17199,5.185697516,10.02451601,11.25728512,21.89375805,2.044095482,50.40535217,0,0,2/1/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/26/2017,0.66,199,,,,,
17200,5.338069295,10.23787669,11.15224856,21.86795219,2.167491397,50.76363813,0,0,2/2/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/27/2017,0.66,194,,,,,
17203,5.604397128,9.951192637,11.12207242,22.95260133,2.127451531,51.75771505,0,0,2/3/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/30/2017,0.66,197,,,,,
17204,5.353617181,10.22477642,11.17562259,23.12975097,2.131388826,52.01515598,0,0,2/6/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,1/31/2017,0.56,201,,,,,
17205,5.48081208,10.48388748,10.90929543,21.10947715,1.948239124,49.93171127,0,0,2/7/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/1/2017,0.66,198,,,,,
17206,5.317660531,10.01800478,11.07539322,21.69090182,2.075562469,50.17752283,0,0,2/8/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/2/2017,0.66,202,,,,,
17207,5.472096759,9.987352183,11.06508341,22.55929951,1.916324224,51.00015609,0,0,2/9/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/3/2017,0.66,201,,,,,
17210,5.349742947,10.28292241,11.12488486,22.86277874,2.006377054,51.62670601,0,0,2/10/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/6/2017,0.66,215,,,,,
17211,5.291593567,10.61748939,10.84244926,21.29002838,1.936301385,49.97786199,0,0,2/13/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/7/2017,0.66,205,,,,,
17212,5.427275454,9.900749024,10.99438768,23.05902577,1.87776314,51.25920107,0,0,2/14/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/8/2017,0.66,210,,,,,
17213,5.630716251,10.15091538,10.88803326,23.2951993,2.012442281,51.97730648,0,0,2/15/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/9/2017,0.66,204,,,,,
17214,5.839911003,10.14449774,11.07801651,23.31254353,2.130366647,52.50533544,0,0,2/16/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/10/2017,0.66,216,,,,,
17218,5.756825386,10.15823504,10.74310064,23.86826237,2.185313907,52.71173733,0,0,2/17/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/13/2017,0.66,207,,,,,
17219,6.028226644,10.22053431,10.7417154,23.70650893,1.991002517,52.6879878,0,0,2/21/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/14/2017,0.66,204,,,,,
17220,6.163908863,10.12578914,10.283245,23.20943925,2.189125958,51.9715082,0,0,2/22/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/15/2017,0.66,210,,,,,
17221,5.792630221,9.631746848,10.50861117,23.87050338,2.264987657,52.06847928,0,0,2/23/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/16/2017,0.66,220,,,,,
17224,5.968310149,9.882044996,10.01011262,22.79471605,2.286744153,50.94192796,0,0,2/24/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/17/2017,0.66,221,,,,,
17225,6.51741999,9.49370178,10.98352575,24.34700233,2.251026424,53.59267627,0,0,2/27/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/21/2017,0.66,215,,,,,
17226,5.49775955,13.96597554,15.62889909,30.20297063,2.71955285,68.01515766,0,0,2/28/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/22/2017,0.66,223,,,,,
17227,5.81812029,13.94860493,15.48180152,29.04221,2.201025574,66.49176231,0,0,3/1/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/23/2017,0.66,227,,,,,
17228,5.500129274,13.77142569,15.84024717,30.07278541,2.205285124,67.38987267,0,0,3/2/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/24/2017,0.66,224,,,,,
17231,5.644366472,9.703399239,10.50751323,24.31204901,2.354149076,52.52147703,0,0,3/3/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/27/2017,0.66,226,,,,,
17232,5.63886514,9.972451163,10.54106677,24.30296957,2.272329568,52.72768221,0,0,3/6/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,2/28/2017,0.57,202,,,,,
17233,5.701287539,9.84277871,10.51936445,24.37075186,2.275286405,52.70946897,0,0,3/7/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/1/2017,0.66,210,,,,,
17234,5.646184889,9.782966329,10.73338307,24.27844547,2.280444022,52.72142378,0,0,3/8/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/2/2017,0.66,221,,,,,
17235,5.608068295,9.693593577,10.60764935,24.48178485,2.330235987,52.72133205,0,0,3/9/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/3/2017,0.66,211,,,,,
17238,5.698104695,9.501376554,10.12274942,23.78003709,2.323866791,51.42613455,0,0,3/10/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/6/2017,0.66,210,,,,,
17239,5.381281594,9.77761004,10.59710881,22.68900936,2.279736118,50.72474592,0,0,3/13/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/7/2017,0.66,205,,,,,
17240,5.676903778,9.389666014,5.625596151,12.64047011,2.019769134,35.35240518,0,0,3/14/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/8/2017,0.66,207,,,,,
17241,2.211565595,5.048408057,5.697213118,13.75708074,2.263604881,28.97787239,0,0,3/15/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/9/2017,0.66,207,,,,,
17242,2.358427373,5.221133346,5.692228618,13.45637792,0.948166042,27.6763333,0,0,3/16/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/10/2017,0.66,206,,,,,
17245,2.306465879,5.24376488,5.740332386,13.49508818,0.936834786,27.72248611,0,0,3/17/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/13/2017,0.66,205,,,,,
17246,2.374974767,5.283044018,5.740332386,13.39437857,0.902973287,27.69570303,0,0,3/20/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/14/2017,0.66,195,,,,,
17247,2.331237194,5.152593432,5.469696433,13.1468493,0.956365302,27.05674166,0,0,3/21/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/15/2017,0.66,221,,,,,
17248,2.257288182,5.054216938,5.360097919,12.7212916,0.92215772,26.31505236,0,0,3/22/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/16/2017,0.91,209,,,,,
17249,2.306420298,4.829779038,5.487154346,13.22334979,0.911984997,26.75868847,0,0,3/23/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/17/2017,0.91,209,,,,,
17252,2.179567181,4.926750787,5.506075568,13.40044823,0.968984059,26.98182582,0,0,3/24/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/20/2017,0.91,202,,,,,
17253,2.227112941,4.9899376,5.540760071,13.1561134,1.005062237,26.91898625,0,0,3/27/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/21/2017,0.91,208,,,,,
17254,2.174403926,5.006417148,5.242413893,12.3463211,1.062377043,25.83193311,0,0,3/28/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/22/2017,0.91,200,,,,,
17255,2.025905673,4.90479788,4.794174431,9.324344354,0.983765634,22.03298797,0,0,3/29/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/23/2017,0.91,196,,,,,
17256,3.303958682,4.082657809,5.384317292,12.72075079,1.016964337,26.50864891,0,0,3/30/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/24/2017,0.91,200,,,,,
17259,2.192697104,5.014287168,5.482139083,13.06360412,1.294451099,27.04717858,0,0,3/31/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/27/2017,0.91,189,,,,,
17260,2.162392028,5.196373286,5.44515134,12.22802255,0.908197341,25.94013654,0,0,4/3/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/28/2017,0.91,184,,,,,
17261,2.082574363,5.18065454,5.395288922,10.76444831,0.882293305,24.30525944,0,0,4/4/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/29/2017,0.91,174,,,,,
17262,2.036650991,5.03766812,5.436577981,10.43148232,0.796926425,23.73930583,0,0,4/5/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,3/30/2017,0.91,171,,,,,
